Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
402,1996-97,NYK*,NBA,82,57,25,.695,19855,2882,6227,2412,4933,470,1294,1585,2119,973,2516,3489,1809,629,378,1462,2033,7819,3.12,0.18,3.31,90.5,104.4,101.0,.501,17.0,30.5,0.255,.463,15.4,26.6,0.279
403,1994-95,NYK*,NBA,82,55,27,.671,19780,2985,6394,2453,4948,532,1446,1552,2114,929,2473,3402,2055,591,387,1305,2102,8054,3.11,-0.33,2.78,91.2,107.2,103.8,.508,15.1,28.6,0.243,.468,14.4,29.2,0.281
404,1992-93,POR*,NBA,82,51,31,.622,19905,3361,7343,3086,6500,275,843,1901,2551,1226,2507,3733,1969,770,425,1215,1892,8898,3.11,-0.19,2.92,99.1,108.3,105.2,.476,12.6,32.7,0.259,.488,14.8,29.0,0.237
405,1999-00,MIA*,NBA,82,52,30,.634,19830,2974,6462,2528,5260,446,1202,1345,1827,921,2619,3540,1931,582,524,1231,1947,7739,3.11,-0.36,2.75,89.7,104.5,101.0,.495,14.5,28.2,0.208,.453,13.3,27.1,0.229
406,1972-73,GSW*,NBA,82,47,35,.573,19730,3715,8163,3715,8163,,,1493,1871,,,4405,1985,,,,1693,8923,3.10,0.03,3.12,,,,.455,,,0.183,.441,,,0.179
407,1965-66,LAL*,NBA,80,45,35,.563,19250,3597,8109,3597,8109,,,2363,3057,,,5334,1936,,,,2035,9557,3.10,-0.34,2.76,,,,.444,,,0.291,,,,
408,1974-75,CHI*,NBA,82,47,35,.573,19880,3167,7085,3167,7085,,,1711,2203,1107,2786,3893,1840,668,379,1482,1952,8045,3.10,-0.22,2.88,99.7,97.4,94.4,.447,15.5,29.5,0.241,.448,16.7,26.6,0.206
409,1993-94,CHI*,NBA,82,55,27,.671,19780,3245,6815,3012,6156,233,659,1310,1859,1143,2391,3534,2102,740,354,1306,1750,8033,3.09,-0.22,2.87,91.9,106.1,102.7,.493,14.6,33.8,0.192,.482,15.3,29.2,0.225
410,2019-20,PHI,NBA,13,8,5,.615,3145,543,1152,409,759,134,393,207,283,132,477,609,340,119,77,228,324,1427,3.08,-0.32,2.76,101.7,107.1,104.1,.530,15.2,23.7,0.180,.517,14.2,17.3,0.246
411,1970-71,LAL*,NBA,82,48,34,.585,19755,3739,7857,3739,7857,,,1933,2717,,,4269,2205,,,,1709,9411,3.07,0.19,3.27,,,,.476,,,0.246,.446,,,0.184
412,2014-15,TOR*,NBA,82,49,33,.598,19855,3108,6829,2382,4769,726,2060,1585,2014,881,2526,3407,1701,615,357,1057,1712,8527,3.07,-0.62,2.45,92.8,111.0,107.7,.508,12.0,25.6,0.232,.506,13.4,26.7,0.208
413,1978-79,LAL*,NBA,82,47,35,.573,19780,3827,7397,3827,7397,,,1606,2088,949,2557,3506,2338,793,500,1569,1851,9260,3.06,-0.12,2.95,105.9,106.1,103.2,.517,15.9,27.6,0.217,.484,15.1,33.5,0.180
414,1953-54,MNL*,NBA,72,46,26,.639,,2184,5803,2184,5803,,,1512,2067,,,3752,1323,,,,1918,5880,3.06,-0.35,2.71,,,,.376,,,0.261,,,,
415,1964-65,STL*,NBA,80,45,35,.563,19225,3269,7710,3269,7710,,,2168,2947,,,5208,1691,,,,2069,8706,3.03,-0.34,2.68,,,,.424,,,0.281,,,,
416,2001-02,SEA*,NBA,82,45,37,.549,19830,3131,6681,2642,5389,489,1292,1263,1672,968,2333,3301,1926,698,364,1124,1732,8014,3.02,0.22,3.24,89.0,108.9,105.6,.505,13.2,29.4,0.189,.485,14.5,31.9,0.206
417,1998-99,LAL*,NBA,50,31,19,.620,12050,1841,3935,1600,3250,241,685,1027,1503,619,1482,2101,1095,389,287,754,1231,4950,3.02,-0.35,2.68,91.6,107.6,104.3,.498,14.1,30.6,0.261,.468,13.3,29.8,0.267
418,2014-15,CHI*,NBA,82,50,32,.610,19880,3001,6797,2356,4972,645,1825,1618,2067,959,2792,3751,1781,514,476,1145,1495,8265,3.00,-0.46,2.54,92.8,107.5,104.3,.489,12.9,27.0,0.238,.473,11.3,25.6,0.182
419,2001-02,POR*,NBA,82,49,33,.598,19830,3004,6671,2538,5353,466,1318,1451,1901,1085,2444,3529,1926,702,368,1172,1613,7925,2.99,0.22,3.21,89.3,107.4,104.0,.485,13.5,31.8,0.218,.489,14.2,26.7,0.202
420,1950-51,ROC*,NBA,68,41,27,.603,,2032,5377,2032,5377,,,1692,2248,,,3015,1368,,,,1534,5756,2.99,-0.44,2.54,,,,.378,,,0.315,,,,
421,2019-20,DAL,NBA,12,7,5,.583,2905,483,1075,327,601,156,474,244,319,136,441,577,285,70,55,167,234,1366,2.92,-0.97,1.95,100.2,112.6,109.7,.522,12.1,24.2,0.227,.527,12.0,22.5,0.162
422,1999-00,SAC*,NBA,82,44,38,.537,19805,3276,7288,2742,5632,534,1656,1521,2016,1056,2635,3691,1953,787,381,1325,1729,8607,2.91,0.12,3.04,99.3,105.0,102.1,.486,13.9,27.7,0.209,.479,15.1,30.3,0.198
423,1979-80,ATL*,NBA,82,50,32,.610,19780,3261,7027,3248,6952,13,75,2038,2645,1369,2406,3775,1913,782,539,1495,2293,8573,2.91,-0.09,2.83,98.9,105.2,102.3,.465,15.4,36.9,0.290,.461,17.1,34.4,0.291
424,2007-08,TOR*,NBA,82,41,41,.500,19830,3148,6726,2576,5267,572,1459,1347,1658,790,2496,3286,1953,570,336,959,1596,8215,2.90,-0.44,2.47,90.2,110.2,107.0,.511,11.4,23.4,0.200,.505,13.5,25.0,0.205
425,2014-15,DAL*,NBA,82,50,32,.610,19880,3255,7036,2523,4954,732,2082,1386,1843,858,2608,3466,1846,663,371,1062,1644,8628,2.90,0.46,3.36,95.2,109.5,106.4,.515,11.9,23.6,0.197,.503,14.7,27.8,0.204
426,1988-89,SEA*,NBA,82,47,35,.573,19780,3564,7478,3271,6704,293,774,1775,2379,1397,2238,3635,2083,864,494,1403,2027,9196,2.90,-0.46,2.44,100.1,111.5,108.6,.496,14.1,38.3,0.237,.498,16.0,34.7,0.271
427,1998-99,ATL*,NBA,50,31,19,.620,12075,1539,3760,1342,3116,197,644,1040,1422,676,1499,2175,782,346,260,745,987,4315,2.90,-0.08,2.82,85.3,100.5,97.1,.436,14.5,33.1,0.277,.437,13.4,27.9,0.202
428,2017-18,SAS*,NBA,82,47,35,.573,19730,3202,6999,2506,5022,696,1977,1324,1715,849,2777,3626,1868,628,460,1078,1408,8424,2.89,0.00,2.89,95.0,107.9,104.8,.507,12.2,23.7,0.189,.507,13.2,21.4,0.170
429,2011-12,DEN*,NBA,66,38,28,.576,16040,2572,5404,2137,4093,435,1311,1293,1760,738,2105,2843,1581,540,330,1015,1297,6872,2.88,0.29,3.16,94.2,109.2,106.2,.516,14.1,27.7,0.239,.508,14.3,25.7,0.185
430,1978-79,KCK*,NBA,82,48,34,.585,19855,3764,7644,3764,7644,,,1746,2392,1191,2404,3595,2239,825,390,1631,2419,9274,2.88,-0.15,2.73,107.3,104.5,101.9,.492,15.8,31.9,0.228,.486,18.4,32.5,0.307
431,1980-81,SAS*,NBA,82,52,30,.634,19805,3571,7276,3556,7191,15,85,2052,2668,1304,2582,3886,2048,685,643,1533,2114,9209,2.88,-0.70,2.18,102.9,108.5,105.7,.492,15.4,37.5,0.282,.475,14.1,32.0,0.233
432,2006-07,UTA*,NBA,82,51,31,.622,19805,3069,6471,2715,5415,354,1056,1830,2462,1030,2456,3486,2024,577,339,1277,2067,8322,2.87,0.20,3.06,91.6,110.1,107.0,.502,14.5,31.7,0.283,.496,14.4,24.9,0.314
433,1966-67,SFW*,NBA,81,44,37,.543,19590,3814,8818,3814,8818,,,2283,3021,,,5974,1876,,,,2120,9911,2.86,-0.29,2.58,,,,.433,,,0.259,,,,
434,1952-53,ROC*,NBA,70,44,26,.629,,2019,5432,2019,5432,,,2005,2747,,,3625,1520,,,,2210,6043,2.80,-0.18,2.62,,,,.372,,,0.369,,,,
435,1961-62,PHW*,NBA,80,49,31,.613,,3917,8929,3917,8929,,,2201,3207,,,5939,2073,,,,2013,10035,2.78,-0.14,2.63,,,,.439,,,0.247,,,,
436,1982-83,NJN*,NBA,82,49,33,.598,19705,3510,7140,3480,6991,30,149,1622,2301,1266,2427,3693,2143,911,592,1873,2166,8672,2.77,0.01,2.77,104.0,101.6,98.9,.494,18.7,36.8,0.227,.481,18.9,31.2,0.251
437,1973-74,NYK*,NBA,82,49,33,.598,19780,3478,7483,3478,7483,,,1350,1738,959,2725,3684,1937,554,277,1463,1884,8306,2.76,-0.34,2.42,103.5,97.4,94.7,.465,15.1,25.6,0.180,.446,15.9,27.7,0.203
438,1967-68,STL*,NBA,82,56,26,.683,19880,3504,7765,3504,7765,,,2258,3111,,,5325,1988,,,,2046,9266,2.73,-0.36,2.37,,,,.451,,,0.291,,,,
439,1997-98,CLE*,NBA,82,47,35,.573,19830,2817,6207,2519,5406,298,801,1653,2187,955,2331,3286,1894,814,419,1418,1939,7585,2.73,0.33,3.06,89.9,102.2,99.1,.478,16.5,30.0,0.266,.460,16.8,28.9,0.264
440,1976-77,LAL*,NBA,82,53,29,.646,19805,3663,7657,3663,7657,,,1437,1941,1177,2628,3805,2057,801,445,1538,1867,8763,2.72,-0.08,2.64,104.7,101.4,98.9,.478,15.3,31.0,0.188,.452,15.6,33.9,0.194
441,2009-10,DAL*,NBA,82,55,27,.671,19880,3140,6760,2582,5262,558,1498,1526,1870,834,2586,3420,1917,624,449,1059,1563,8364,2.72,-0.06,2.66,92.5,109.2,106.3,.506,12.3,24.3,0.226,.495,13.6,26.3,0.206
442,1978-79,SEA*,NBA,82,52,30,.634,19755,3504,7484,3504,7484,,,1732,2298,1310,2591,3901,1973,690,398,1586,1914,8740,2.72,-0.03,2.69,103.4,102.7,100.1,.468,15.7,34.8,0.231,.463,15.0,30.9,0.209
443,2015-16,CHO*,NBA,82,48,34,.585,19855,3036,6922,2163,4512,873,2410,1534,1941,734,2869,3603,1778,595,438,1030,1487,8479,2.72,-0.36,2.36,95.7,107.1,104.3,.502,11.7,20.0,0.222,.496,12.5,20.2,0.191
444,1959-60,STL*,NBA,75,46,29,.613,,3179,7580,3179,7580,,,2148,2885,,,5343,1881,,,,1995,8506,2.71,-0.93,1.77,,,,.419,,,0.283,,,,
445,2018-19,PHI*,NBA,82,51,31,.622,19805,3407,7233,2518,4759,889,2474,1742,2258,892,3025,3917,2207,606,432,1223,1745,9445,2.70,-0.44,2.25,101.6,112.6,110.0,.532,12.9,24.5,0.241,.512,11.1,21.4,0.206
446,1993-94,MIA*,NBA,82,42,40,.512,19805,3197,6896,2860,5899,337,997,1744,2223,1235,2407,3642,1856,643,374,1315,2024,8475,2.67,-0.27,2.40,93.8,109.5,106.7,.488,14.3,35.3,0.253,.479,14.5,30.9,0.284
447,1977-78,LAL*,NBA,82,45,37,.549,19805,3734,7672,3734,7672,,,1576,2095,1136,2647,3783,2229,802,409,1548,1964,9044,2.67,-0.08,2.59,106.1,103.3,100.8,.487,15.3,30.4,0.205,.463,15.2,34.0,0.194
448,1992-93,SAS*,NBA,82,49,33,.598,19855,3311,6762,3075,6070,236,692,1794,2346,919,2542,3461,2012,582,514,1227,1844,8652,2.67,-0.46,2.21,95.4,109.6,106.8,.507,13.6,27.8,0.265,.477,12.3,29.9,0.221
449,2013-14,MIN,NBA,82,40,42,.488,19855,3189,7175,2589,5418,600,1757,1790,2301,1024,2644,3668,1963,718,297,1142,1504,8768,2.67,0.43,3.10,97.3,108.9,106.2,.486,12.2,27.4,0.249,.518,14.8,25.6,0.177
450,1999-00,CHH*,NBA,82,49,33,.598,19780,2935,6533,2596,5532,339,1001,1863,2458,884,2635,3519,2023,732,480,1206,1670,8072,2.67,-0.34,2.33,93.9,104.3,101.4,.475,13.7,25.7,0.285,.478,14.6,26.8,0.198
451,1947-48,CHS*,BAA,48,28,20,.583,,1390,4683,1390,4683,,,860,1305,,,,432,,,,1138,3640,2.65,0.01,2.66,,,,.297,,,0.184,,,,
452,2008-09,UTA*,NBA,82,48,34,.585,19880,3143,6623,2751,5501,392,1122,1814,2352,940,2423,3363,2024,719,374,1210,1830,8492,2.65,-0.34,2.31,93.1,110.1,107.3,.504,13.6,28.2,0.274,.505,15.0,27.3,0.262
453,1959-60,PHW*,NBA,75,49,26,.653,,3549,8678,3549,8678,,,1797,2686,,,5916,1796,,,,1715,8895,2.63,0.15,2.77,,,,.409,,,0.207,,,,
454,1993-94,POR*,NBA,82,47,35,.573,19755,3371,7427,3099,6657,272,770,1781,2396,1302,2460,3762,2070,744,409,1210,1827,8795,2.63,-0.04,2.60,98.8,108.1,105.5,.472,12.5,34.4,0.240,.490,14.8,29.2,0.235
455,1959-60,SYR*,NBA,75,45,30,.600,,3406,8232,3406,8232,,,2105,2662,,,5406,1676,,,,1939,8917,2.63,0.15,2.77,,,,.414,,,0.256,,,,
456,2016-17,BOS*,NBA,82,53,29,.646,19755,3168,6978,2183,4236,985,2742,1536,1903,744,2698,3442,2069,617,340,1088,1686,8857,2.63,-0.39,2.25,96.8,111.2,108.4,.525,12.2,21.2,0.220,.503,12.6,24.7,0.223
457,2000-01,NYK*,NBA,82,48,34,.585,19905,2755,6198,2364,5083,391,1115,1374,1727,773,2524,3297,1520,545,346,1189,1863,7275,2.63,-0.65,1.98,86.7,101.2,98.2,.476,14.6,24.2,0.222,.453,14.7,25.7,0.240
458,2013-14,PHO,NBA,82,48,34,.585,19755,3172,6845,2407,4790,765,2055,1520,2004,928,2601,3529,1563,688,374,1258,1798,8629,2.63,0.39,3.02,95.8,109.5,106.7,.519,14.0,26.4,0.222,.496,13.9,26.3,0.237
459,2002-03,POR*,NBA,82,50,32,.610,19855,2987,6491,2608,5341,379,1150,1450,1947,992,2378,3370,1860,725,316,1248,1634,7803,2.61,0.36,2.97,89.4,105.5,102.6,.489,14.5,30.2,0.223,.483,14.9,27.7,0.194
460,1985-86,HOU*,NBA,82,51,31,.622,19755,3759,7671,3674,7361,85,310,1776,2434,1316,2434,3750,2318,745,551,1374,1991,9379,2.61,-0.51,2.10,103.5,110.1,107.6,.496,13.6,35.5,0.232,.497,14.8,32.8,0.243
461,1998-99,ORL*,NBA,50,33,17,.660,12050,1687,3943,1464,3268,223,675,876,1252,688,1445,2133,1067,496,213,819,935,4473,2.60,0.51,3.11,88.8,100.3,97.4,.456,15.4,32.6,0.222,.473,16.7,29.2,0.181
462,2017-18,POR*,NBA,82,49,33,.598,19755,3222,7132,2377,4824,845,2308,1372,1715,835,2893,3728,1599,573,423,1109,1599,8661,2.60,0.00,2.60,96.5,109.1,106.4,.511,12.3,23.3,0.192,.503,11.7,20.9,0.193
463,1995-96,CLE*,NBA,82,47,35,.573,19830,2761,5998,2165,4416,596,1582,1355,1775,867,2055,2922,1818,674,340,1073,1685,7473,2.59,-0.09,2.49,82.3,109.9,106.7,.510,13.7,28.6,0.226,.506,16.3,29.8,0.242
464,1973-74,GSW,NBA,82,44,38,.537,19705,3721,8020,3721,8020,,,1569,2018,1379,3035,4414,1989,668,450,1667,1893,9011,2.56,-0.15,2.42,108.9,100.8,98.4,.464,15.8,33.8,0.196,.453,14.2,28.8,0.195
465,2011-12,LAC*,NBA,66,40,26,.606,15965,2439,5366,1925,3925,514,1441,1046,1538,800,1943,2743,1385,556,315,879,1399,6438,2.56,0.26,2.82,89.2,108.5,105.7,.502,12.7,29.5,0.195,.492,14.2,26.8,0.245
466,1947-48,WSC*,BAA,48,28,20,.583,,1336,4785,1336,4785,,,865,1203,,,,305,,,,1084,3537,2.54,0.03,2.57,,,,.279,,,0.181,,,,
467,2011-12,BOS*,NBA,66,39,27,.591,15940,2341,5086,1978,4098,363,988,1017,1308,509,2051,2560,1557,498,362,979,1315,6062,2.52,-0.26,2.26,90.4,101.0,98.2,.496,14.7,19.7,0.200,.452,14.9,27.6,0.216
468,1999-00,MIN*,NBA,82,50,32,.610,19905,3226,6910,2978,6194,248,716,1379,1769,1016,2471,3487,2205,622,444,1139,1913,8079,2.52,0.14,2.67,91.8,106.1,103.4,.485,12.9,29.4,0.200,.474,14.0,27.0,0.250
469,1946-47,STB*,BAA,61,38,23,.623,,1601,5877,1601,5877,,,862,1400,,,,292,,,,1234,4064,2.51,-0.18,2.34,,,,.272,,,0.147,,,,
470,1975-76,CLE*,NBA,82,49,33,.598,19805,3497,7709,3497,7709,,,1346,1827,1192,2588,3780,1844,638,397,1330,1871,8340,2.51,-0.17,2.34,101.6,99.5,97.0,.454,13.5,29.9,0.175,.454,16.3,30.5,0.224
471,2003-04,NJN*,NBA,82,47,35,.573,19705,2813,6372,2436,5249,377,1123,1398,1856,862,2473,3335,2009,709,322,1209,1722,7401,2.50,-0.63,1.88,89.4,100.8,98.0,.471,14.4,25.9,0.219,.460,15.7,26.1,0.221
472,2005-06,LAL*,NBA,82,45,37,.549,19855,2992,6607,2440,5024,552,1583,1618,2172,970,2488,3458,1734,628,350,1143,1894,8154,2.50,0.03,2.53,90.9,108.4,105.7,.495,13.1,28.8,0.245,.486,13.4,26.4,0.242
473,1995-96,DET*,NBA,82,46,36,.561,19830,2810,6122,2265,4772,545,1350,1657,2206,884,2440,3324,1610,506,352,1215,1953,7822,2.50,-0.05,2.45,87.7,107.9,105.1,.504,14.6,28.0,0.271,.483,13.7,28.3,0.229
474,1984-85,DET*,NBA,82,46,36,.561,19830,3840,7999,3795,7800,45,199,1783,2262,1403,2534,3937,2302,691,397,1341,2076,9508,2.49,0.24,2.73,105.0,109.6,107.2,.483,13.0,35.4,0.223,.501,14.9,30.4,0.245
475,1990-91,MIL*,NBA,82,48,34,.585,19855,3337,6948,3080,6195,257,753,1796,2241,1079,2162,3241,2075,894,330,1321,2033,8727,2.48,-0.15,2.33,96.1,109.7,107.2,.499,14.3,31.8,0.258,.500,16.4,33.9,0.259
476,2019-20,IND,NBA,13,7,6,.538,3145,544,1185,432,851,112,334,189,229,136,453,589,326,90,69,181,286,1389,2.46,-1.60,0.86,99.3,106.8,104.3,.506,12.3,23.2,0.159,.503,14.1,22.0,0.197
477,1997-98,NYK*,NBA,82,43,39,.524,19830,2864,6413,2482,5274,382,1139,1399,1812,978,2434,3412,1787,634,278,1247,1947,7509,2.46,0.28,2.74,88.2,103.0,100.3,.476,14.7,29.5,0.218,.455,14.7,26.0,0.282
478,1971-72,NYK*,NBA,82,48,34,.585,19805,3521,7673,3521,7673,,,1743,2303,,,3909,1985,,,,1899,8785,2.45,-0.17,2.28,,,,.459,,,0.227,.443,,,0.256
479,1982-83,NYK*,NBA,82,44,38,.537,19805,3272,6793,3239,6662,33,131,1621,2282,1080,2263,3343,2034,701,378,1509,2180,8198,2.45,0.13,2.58,97.0,102.4,99.9,.484,16.2,31.6,0.239,.478,18.1,32.2,0.257
480,1984-85,DEN*,NBA,82,52,30,.634,19830,3876,7976,3803,7741,73,235,2016,2568,1331,2303,3634,2266,894,424,1382,2152,9841,2.44,-0.39,2.05,107.6,110.7,108.4,.491,13.2,33.6,0.253,.516,17.0,33.9,0.275
481,2003-04,MEM*,NBA,82,50,32,.610,19880,2963,6657,2516,5343,447,1314,1557,2143,1047,2381,3428,1915,795,565,1226,1903,7930,2.44,0.52,2.95,91.4,104.8,102.2,.479,13.9,29.5,0.234,.465,15.7,31.6,0.251
482,1953-54,ROC*,NBA,72,44,28,.611,,2010,5451,2010,5451,,,1722,2518,,,3494,1454,,,,1904,5742,2.43,-0.20,2.24,,,,.369,,,0.316,,,,
483,1948-49,WSC*,BAA,60,38,22,.633,,1751,5472,1751,5472,,,1408,1914,,,,972,,,,1710,4910,2.43,-0.33,2.11,,,,.320,,,0.257,,,,
484,2013-14,DAL*,NBA,82,49,33,.598,19830,3249,6858,2528,4981,721,1877,1378,1733,840,2514,3354,1935,704,356,1110,1636,8597,2.40,0.50,2.91,93.5,111.2,108.7,.526,12.7,24.6,0.201,.515,14.8,27.3,0.229
485,2002-03,UTA*,NBA,82,47,35,.573,19780,2894,6189,2670,5548,224,641,1750,2349,1021,2381,3402,2103,708,467,1374,1837,7762,2.39,0.37,2.76,89.3,105.5,102.8,.486,16.0,32.5,0.283,.468,15.2,29.8,0.256
486,1954-55,FTW*,NBA,72,43,29,.597,,2333,5980,2333,5980,,,1986,2710,,,3826,1737,,,,1753,6652,2.39,-0.38,2.01,,,,.390,,,0.332,,,,
487,1985-86,ATL*,NBA,82,50,32,.610,19805,3447,7029,3414,6863,33,166,1979,2704,1249,2405,3654,2025,736,434,1483,2170,8906,2.37,0.22,2.59,100.0,107.9,105.6,.493,15.3,34.9,0.282,.481,15.4,33.3,0.269
488,1952-53,BOS*,NBA,71,46,25,.648,,2177,5555,2177,5555,,,1904,2617,,,3865,1666,,,,1911,6258,2.37,-0.43,1.94,,,,.392,,,0.343,,,,
489,1985-86,PHI*,NBA,82,54,28,.659,19905,3435,7058,3384,6834,51,224,2130,2810,1326,2378,3704,2017,862,490,1595,1798,9051,2.35,0.11,2.46,100.5,108.6,106.3,.490,16.1,37.3,0.302,.499,15.6,33.3,0.211
490,1995-96,POR*,NBA,82,44,38,.537,19905,3064,6688,2584,5330,480,1358,1537,2321,1160,2577,3737,1760,594,417,1377,1859,8145,2.35,-0.14,2.21,92.6,106.0,103.5,.494,15.2,33.4,0.230,.478,13.5,26.6,0.236
491,1975-76,BOS*,NBA,82,54,28,.659,19755,3527,7901,3527,7901,,,1654,2120,1369,2972,4341,1980,561,260,1609,2002,8708,2.34,-0.10,2.25,106.9,98.9,96.7,.446,15.4,34.0,0.209,.449,14.1,25.9,0.198
492,2010-11,MEM*,NBA,82,46,36,.561,19880,3200,6801,2891,5875,309,926,1486,1981,970,2391,3361,1691,771,441,1145,1705,8195,2.34,0.20,2.55,91.9,107.6,105.1,.493,13.0,28.9,0.218,.502,15.7,27.5,0.228
493,1975-76,WSB*,NBA,82,48,34,.585,19905,3416,7234,3416,7234,,,1595,2215,1019,2812,3831,1823,696,485,1672,1921,8427,2.33,-0.13,2.20,104.3,97.5,95.3,.472,16.9,27.5,0.220,.442,15.1,28.9,0.194
494,2002-03,LAL*,NBA,82,50,32,.610,19930,3091,6856,2605,5489,486,1367,1562,2129,1078,2554,3632,1909,639,470,1192,1874,8230,2.33,0.38,2.71,92.5,107.2,104.7,.486,13.3,30.2,0.228,.477,13.4,27.3,0.241
495,1953-54,BOS*,NBA,72,42,30,.583,,2232,5580,2232,5580,,,1851,2550,,,3867,1773,,,,1969,6315,2.33,-0.32,1.97,,,,.400,,,0.332,,,,
496,1998-99,HOU*,NBA,50,31,19,.620,12075,1755,3798,1419,2884,336,914,865,1187,536,1540,2076,1058,386,260,812,960,4711,2.32,-0.93,1.39,88.8,105.4,102.9,.506,15.8,27.8,0.228,.461,12.4,30.1,0.188
497,1995-96,NYK*,NBA,82,47,35,.573,19830,3003,6382,2518,5097,485,1285,1480,1954,829,2449,3278,1822,645,377,1272,1864,7971,2.32,-0.08,2.24,91.0,106.0,103.5,.509,14.9,25.5,0.232,.476,14.8,28.9,0.251
498,1961-62,SYR*,NBA,80,41,39,.513,,3706,8875,3706,8875,,,2246,2880,,,5764,1791,,,,2344,9658,2.31,-0.07,2.24,,,,.418,,,0.253,,,,
499,1981-82,SAS*,NBA,82,48,34,.585,19755,3698,7613,3634,7361,64,252,1812,2335,1253,2537,3790,2257,600,555,1293,2217,9272,2.30,-0.52,1.79,102.5,109.9,107.6,.490,13.0,34.0,0.238,.487,13.7,31.2,0.256
500,2002-03,PHI*,NBA,82,48,34,.585,19855,2975,6640,2730,5853,245,787,1746,2253,1042,2415,3457,1771,844,284,1212,1804,7941,2.30,-0.55,1.76,91.4,105.0,102.5,.466,13.7,30.3,0.263,.488,16.2,27.3,0.243
501,2004-05,SEA*,NBA,82,52,30,.634,19755,2882,6498,2216,4674,666,1824,1683,2131,1041,2311,3352,1487,553,338,1113,1944,8113,2.29,0.30,2.59,87.9,112.2,109.6,.495,13.0,32.4,0.259,.496,12.9,28.7,0.249
502,2004-05,MEM*,NBA,82,45,37,.549,19705,2802,6271,2271,4785,531,1486,1526,2024,887,2307,3194,1716,699,476,1197,1910,7661,2.29,0.34,2.64,88.5,105.5,102.9,.489,14.3,27.1,0.243,.466,15.4,30.1,0.270
503,2000-01,MIA*,NBA,82,50,32,.610,19880,2694,6258,2216,4874,478,1384,1423,1874,813,2435,3248,1630,633,304,1122,1726,7289,2.29,-0.57,1.73,87.1,101.1,98.5,.469,13.7,24.3,0.227,.460,15.3,27.3,0.214
504,2000-01,HOU,NBA,82,45,37,.549,19830,2943,6494,2439,5082,504,1412,1582,2086,919,2524,3443,1613,587,358,1204,1657,7972,2.29,0.42,2.71,90.4,106.7,104.2,.492,14.0,27.5,0.244,.475,12.6,28.1,0.206
505,1964-65,CIN*,NBA,80,48,32,.600,19325,3482,7797,3482,7797,,,2170,2866,,,5387,1843,,,,1992,9134,2.28,-0.26,2.04,,,,.447,,,0.278,,,,
506,2009-10,MIA*,NBA,82,47,35,.573,19880,2984,6518,2490,5092,494,1426,1452,1931,875,2553,3428,1548,605,457,1079,1710,7914,2.28,-0.29,1.99,89.6,106.6,104.1,.496,12.8,26.1,0.223,.480,13.9,25.1,0.246
507,1998-99,PHO*,NBA,50,27,23,.540,12050,1797,4004,1536,3302,261,702,924,1215,598,1418,2016,1249,444,200,681,1022,4779,2.26,-0.11,2.15,90.0,105.8,103.3,.481,13.0,28.4,0.231,.485,15.4,30.2,0.216
508,2000-01,TOR*,NBA,82,47,35,.573,19955,3048,6972,2619,5808,429,1164,1482,1984,1118,2529,3647,2004,599,519,1080,1745,8007,2.26,-0.57,1.69,90.9,105.9,103.4,.468,12.1,30.8,0.213,.476,13.3,26.8,0.212
509,2005-06,CLE*,NBA,82,50,32,.610,19830,2908,6412,2411,4947,497,1465,1689,2318,959,2511,3470,1560,567,392,1137,1733,8002,2.23,-0.06,2.17,89.8,107.8,105.4,.492,13.3,28.4,0.263,.490,12.8,24.3,0.226
510,2017-18,MIN*,NBA,82,47,35,.573,19805,3365,7063,2707,5218,658,1845,1592,1980,848,2593,3441,1861,689,345,1021,1495,8980,2.23,0.12,2.35,96.0,113.4,111.1,.523,11.4,24.4,0.225,.539,13.9,23.6,0.189
511,1978-79,MIL,NBA,82,38,44,.463,19880,3906,7773,3906,7773,,,1541,2021,1157,2370,3527,2562,862,435,1574,2106,9353,2.22,-0.10,2.12,106.5,106.0,104.0,.503,15.4,32.2,0.198,.490,16.9,34.1,0.242
512,2001-02,BOS*,NBA,82,49,33,.598,19830,2852,6731,2153,4785,699,1946,1498,1960,891,2570,3461,1722,793,292,1114,1776,7901,2.21,-0.46,1.75,92.5,103.4,101.0,.476,12.8,24.1,0.223,.464,15.1,27.1,0.245
513,1968-69,ATL*,NBA,82,48,34,.585,19730,3605,7844,3605,7844,,,1913,2785,,,4599,2069,,,,2082,9123,2.21,-0.15,2.06,,,,.460,,,0.244,,,,
514,2007-08,GSW,NBA,82,48,34,.585,19780,3403,7406,2642,5221,761,2185,1538,2044,1045,2496,3541,1833,744,377,1082,1875,9105,2.21,0.17,2.38,98.8,111.8,109.5,.511,11.5,27.2,0.208,.509,14.7,29.7,0.258
515,2000-01,PHO*,NBA,82,51,31,.622,19805,2944,6757,2612,5703,332,1054,1490,1973,970,2529,3499,1905,775,429,1250,1864,7710,2.21,0.42,2.63,93.1,100.3,98.0,.460,14.1,27.3,0.221,.460,16.3,26.3,0.252
