Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
449,1978-79,DEN*,NBA,82,47,35,.573,19705,3517,7311,3517,7311,,,2046,2841,1307,2596,3903,2166,673,416,1666,2106,9080
450,1952-53,NYK*,NBA,70,47,23,.671,,2059,5339,2059,5339,,,1867,2652,,,4007,1575,,,,2053,5985
451,1991-92,SAS*,NBA,82,47,35,.573,19780,3377,7090,3259,6686,118,404,1652,2246,1229,2552,3781,2010,729,608,1308,1799,8524
452,2011-12,OKC*,NBA,66,47,19,.712,15990,2462,5229,1990,3912,472,1317,1406,1744,726,2157,2883,1224,498,539,1079,1352,6802
453,2000-01,MIN*,NBA,82,47,35,.573,19830,3148,6871,2826,5970,322,901,1364,1737,1002,2470,3472,2083,682,456,1136,1900,7982
454,1973-74,CAP*,NBA,82,47,35,.573,19730,3480,7886,3480,7886,,,1393,1869,1286,2887,4173,1770,703,441,1568,1746,8353
455,1993-94,CLE*,NBA,82,47,35,.573,19855,3133,6731,2839,5918,294,813,1736,2254,1090,2353,3443,2049,705,426,1136,1701,8296
456,2008-09,ATL*,NBA,82,47,35,.573,19705,2956,6451,2359,4818,597,1633,1537,2085,870,2412,3282,1657,603,376,1048,1610,8046
457,1995-96,CLE*,NBA,82,47,35,.573,19830,2761,5998,2165,4416,596,1582,1355,1775,867,2055,2922,1818,674,340,1073,1685,7473
458,1997-98,CLE*,NBA,82,47,35,.573,19830,2817,6207,2519,5406,298,801,1653,2187,955,2331,3286,1894,814,419,1418,1939,7585
459,1972-73,GSW*,NBA,82,47,35,.573,19730,3715,8163,3715,8163,,,1493,1871,,,4405,1985,,,,1693,8923
460,2017-18,SAS*,NBA,82,47,35,.573,19730,3202,6999,2506,5022,696,1977,1324,1715,849,2777,3626,1868,628,460,1078,1408,8424
461,2009-10,MIA*,NBA,82,47,35,.573,19880,2984,6518,2490,5092,494,1426,1452,1931,875,2553,3428,1548,605,457,1079,1710,7914
462,1993-94,IND*,NBA,82,47,35,.573,19755,3167,6516,2983,6016,184,500,1762,2387,1130,2409,3539,2055,706,457,1440,1974,8280
463,1979-80,KCK*,NBA,82,47,35,.573,19805,3582,7489,3557,7375,25,114,1671,2250,1187,2429,3616,2123,863,356,1439,2135,8860
464,1978-79,LAL*,NBA,82,47,35,.573,19780,3827,7397,3827,7397,,,1606,2088,949,2557,3506,2338,793,500,1569,1851,9260
465,1988-89,CHI*,NBA,82,47,35,.573,19780,3448,6968,3274,6438,174,530,1656,2106,1018,2453,3471,2213,722,376,1327,1855,8726
466,1970-71,PHI*,NBA,82,47,35,.573,19755,3608,8026,3608,8026,,,2199,2967,,,4437,1976,,,,2168,9415
467,1994-95,CHI*,NBA,82,47,35,.573,19830,3191,6710,2748,5523,443,1187,1500,2065,1106,2294,3400,1970,797,352,1297,1962,8325
468,1978-79,PHI*,NBA,82,47,35,.573,19805,3584,7338,3584,7338,,,1815,2411,1149,2712,3861,2253,779,599,1771,2072,8983
469,1987-88,UTA*,NBA,82,47,35,.573,19705,3484,7092,3355,6688,129,404,1802,2404,1066,2553,3619,2407,771,627,1481,1986,8899
470,2004-05,CHI*,NBA,82,47,35,.573,19830,2849,6592,2338,5159,511,1433,1536,2048,1001,2591,3592,1743,576,369,1371,2028,7745
471,1988-89,SEA*,NBA,82,47,35,.573,19780,3564,7478,3271,6704,293,774,1775,2379,1397,2238,3635,2083,864,494,1403,2027,9196
472,1978-79,HOU*,NBA,82,47,35,.573,19780,3726,7498,3726,7498,,,1845,2330,1256,2504,3760,2302,632,286,1510,2001,9297
473,1993-94,POR*,NBA,82,47,35,.573,19755,3371,7427,3099,6657,272,770,1781,2396,1302,2460,3762,2070,744,409,1210,1827,8795
474,1985-86,DEN*,NBA,82,47,35,.573,19755,3705,7868,3634,7563,71,305,1929,2416,1223,2317,3540,2140,826,421,1336,2164,9410
475,1994-95,HOU*,NBA,82,47,35,.573,19730,3159,6579,2513,4822,646,1757,1527,2039,880,2440,3320,2060,721,514,1322,1714,8491
476,2005-06,LAC*,NBA,82,47,35,.573,19805,2993,6443,2703,5600,290,843,1694,2142,828,2704,3532,1708,534,503,1185,1872,7970
477,2016-17,OKC*,NBA,82,47,35,.573,19805,3237,7169,2545,5053,692,2116,1575,2113,1002,2821,3823,1721,648,408,1230,1715,8741
478,1983-84,NYK*,NBA,82,47,35,.573,19855,3386,6837,3339,6672,47,165,1944,2510,1088,2230,3318,2041,803,360,1587,2281,8763
479,2017-18,MIN*,NBA,82,47,35,.573,19805,3365,7063,2707,5218,658,1845,1592,1980,848,2593,3441,1861,689,345,1021,1495,8980
480,1995-96,NYK*,NBA,82,47,35,.573,19830,3003,6382,2518,5097,485,1285,1480,1954,829,2449,3278,1822,645,377,1272,1864,7971
481,2000-01,TOR*,NBA,82,47,35,.573,19955,3048,6972,2619,5808,429,1164,1482,1984,1118,2529,3647,2004,599,519,1080,1745,8007
482,2006-07,TOR*,NBA,82,47,35,.573,19755,3032,6547,2501,5083,531,1464,1562,1982,755,2480,3235,1822,581,321,1104,1672,8157
483,1973-74,LAL*,NBA,82,47,35,.573,19755,3536,7803,3536,7803,,,1879,2443,1365,2970,4335,2179,794,653,1913,2032,8951
484,1952-53,SYR*,NBA,71,47,24,.662,,1942,5329,1942,5329,,,2197,2950,,,3472,1459,,,,2132,6081
485,1974-75,CHI*,NBA,82,47,35,.573,19880,3167,7085,3167,7085,,,1711,2203,1107,2786,3893,1840,668,379,1482,1952,8045
486,2003-04,NJN*,NBA,82,47,35,.573,19705,2813,6372,2436,5249,377,1123,1398,1856,862,2473,3335,2009,709,322,1209,1722,7401
487,1989-90,DAL*,NBA,82,47,35,.573,19855,3246,6831,3089,6345,157,486,1735,2261,1042,2419,3461,1776,664,398,1228,1733,8384
488,1984-85,DET*,NBA,82,46,36,.561,19830,3840,7999,3795,7800,45,199,1783,2262,1403,2534,3937,2302,691,397,1341,2076,9508
489,1975-76,PHI*,NBA,82,46,36,.561,19855,3462,7752,3462,7752,,,1811,2469,1385,2684,4069,1658,809,367,1729,2187,8735
490,1982-83,POR*,NBA,82,46,36,.561,19755,3459,7124,3424,6974,35,150,1855,2512,1180,2380,3560,2030,749,384,1495,1960,8808
491,2010-11,NOH*,NBA,82,46,36,.561,19830,2944,6416,2500,5184,444,1232,1452,1897,824,2468,3292,1691,624,359,1069,1719,7784
492,1972-73,ATL*,NBA,82,46,36,.561,19830,3700,8033,3700,8033,,,1819,2482,,,4174,2074,,,,1916,9219
493,1981-82,HOU*,NBA,82,46,36,.561,19780,3504,7366,3454,7190,50,176,1622,2225,1403,2284,3687,1977,648,429,1321,1871,8680
494,2009-10,MIL*,NBA,82,46,36,.561,19980,3050,6998,2405,5185,645,1813,1264,1675,965,2560,3525,1740,580,385,1085,1823,8009
495,1978-79,ATL*,NBA,82,46,36,.561,19855,3505,7410,3505,7410,,,1940,2534,1381,2341,3722,1938,801,596,1523,2424,8950
496,1987-88,HOU*,NBA,82,46,36,.561,19680,3465,7354,3396,7063,69,291,1936,2483,1239,2530,3769,1936,712,502,1367,1865,8935
497,1960-61,PHW*,NBA,79,46,33,.582,,3768,8883,3768,8883,,,2022,3108,,,5938,1959,,,,1936,9558
498,1981-82,PHO*,NBA,82,46,36,.561,19830,3508,7140,3454,6966,54,174,1635,2157,1123,2517,3640,2223,753,429,1528,2029,8705
499,1976-77,GSW*,NBA,82,46,36,.561,19780,3724,7832,3724,7832,,,1649,2172,1300,2639,3939,2120,904,432,1624,2058,9097
500,2011-12,MIA*,NBA,66,46,20,.697,16040,2446,5212,2076,4182,370,1030,1238,1598,686,2060,2746,1317,585,355,1002,1282,6500
501,1985-86,DET*,NBA,82,46,36,.561,19780,3754,7750,3699,7568,55,182,1800,2300,1276,2461,3737,2319,738,340,1343,2101,9363
502,1959-60,STL*,NBA,75,46,29,.613,,3179,7580,3179,7580,,,2148,2885,,,5343,1881,,,,1995,8506
503,1995-96,DET*,NBA,82,46,36,.561,19830,2810,6122,2265,4772,545,1350,1657,2206,884,2440,3324,1610,506,352,1215,1953,7822
504,1963-64,STL*,NBA,80,46,34,.575,,3341,7776,3341,7776,,,2115,2795,,,4959,1901,,,,2266,8797
505,1975-76,BUF*,NBA,82,46,36,.561,19705,3481,7307,3481,7307,,,1833,2368,1002,2719,3721,2112,720,366,1743,2017,8795
506,1988-89,PHI*,NBA,82,46,36,.561,19780,3500,7201,3296,6555,204,646,1970,2504,1143,2356,3499,2110,689,354,1214,1721,9174
507,1981-82,DEN*,NBA,82,46,36,.561,19830,3980,7656,3940,7507,40,149,2371,2978,1149,2443,3592,2272,664,368,1470,2131,10371
508,1997-98,POR*,NBA,82,46,36,.561,19830,2885,6397,2561,5350,324,1047,1640,2226,1086,2522,3608,1766,585,464,1383,1859,7734
509,2010-11,MEM*,NBA,82,46,36,.561,19880,3200,6801,2891,5875,309,926,1486,1981,970,2391,3361,1691,771,441,1145,1705,8195
510,1995-96,ATL*,NBA,82,46,36,.561,19730,2985,6665,2419,5070,566,1595,1523,2012,1182,2148,3330,1609,771,319,1228,1714,8059
511,2000-01,CHH*,NBA,82,46,36,.561,19880,2800,6501,2460,5517,340,984,1599,2146,1033,2608,3641,1900,665,455,1183,1753,7539
512,2017-18,DEN,NBA,82,46,36,.561,19880,3338,7102,2398,4566,940,2536,1404,1830,902,2748,3650,2059,627,404,1227,1533,9020
513,1953-54,MNL*,NBA,72,46,26,.639,,2184,5803,2184,5803,,,1512,2067,,,3752,1323,,,,1918,5880
514,1969-70,LAL*,NBA,82,46,36,.561,19830,3668,7952,3668,7952,,,1991,2641,,,4154,2030,,,,1896,9327
515,1952-53,BOS*,NBA,71,46,25,.648,,2177,5555,2177,5555,,,1904,2617,,,3865,1666,,,,1911,6258
516,2008-09,PHO,NBA,82,46,36,.561,19755,3373,6695,2820,5250,553,1445,1675,2251,900,2520,3420,1905,589,420,1288,1691,8974
517,2014-15,WAS*,NBA,82,46,36,.561,19955,3139,6790,2642,5409,497,1381,1305,1758,862,2801,3663,1969,601,378,1233,1707,8080
518,2015-16,IND*,NBA,82,45,37,.549,19880,3142,6985,2479,5096,663,1889,1430,1872,847,2779,3626,1741,742,391,1219,1641,8377
519,1978-79,POR*,NBA,82,45,37,.549,19780,3541,7338,3541,7338,,,1806,2362,1256,2435,3691,1946,776,512,1658,2187,8888
520,1980-81,POR*,NBA,82,45,37,.549,19855,3741,7535,3716,7387,25,148,1573,2191,1243,2388,3631,2244,769,480,1518,2034,9080
521,1964-65,STL*,NBA,80,45,35,.563,19225,3269,7710,3269,7710,,,2168,2947,,,5208,1691,,,,2069,8706
522,2014-15,NOP*,NBA,82,45,37,.549,19780,3108,6795,2522,5212,586,1583,1345,1790,942,2621,3563,1806,553,510,1087,1530,8147
523,2012-13,LAL*,NBA,82,45,37,.549,19755,3041,6640,2326,4625,715,2015,1584,2289,942,2732,3674,1818,576,429,1232,1467,8381
524,1982-83,DEN*,NBA,82,45,37,.549,19730,3951,7999,3927,7873,24,126,2179,2696,1214,2524,3738,2336,789,352,1496,2091,10105
525,1999-00,SEA*,NBA,82,45,37,.549,19780,3108,6946,2562,5335,546,1611,1363,1960,1042,2483,3525,1878,657,345,1152,1776,8125
526,2001-02,SEA*,NBA,82,45,37,.549,19830,3131,6681,2642,5389,489,1292,1263,1672,968,2333,3301,1926,698,364,1124,1732,8014
527,2003-04,HOU*,NBA,82,45,37,.549,19930,2738,6195,2223,4789,515,1406,1371,1774,847,2647,3494,1579,560,443,1373,1762,7362
528,2006-07,DEN*,NBA,82,45,37,.549,19780,3164,6805,2680,5365,484,1440,1827,2449,1001,2558,3559,1920,678,435,1352,1756,8639
529,1996-97,ORL*,NBA,82,45,37,.549,19855,2839,6497,2272,4835,567,1662,1474,1975,1071,2221,3292,1689,694,363,1250,1643,7719
530,2007-08,CLE*,NBA,82,45,37,.549,19855,2937,6697,2385,5153,552,1544,1477,2061,1092,2563,3655,1640,579,427,1145,1712,7903
531,1965-66,CIN*,NBA,80,45,35,.563,19275,3610,8123,3610,8123,,,2204,2906,,,5559,1818,,,,2033,9424
532,1999-00,TOR*,NBA,82,45,37,.549,19755,2980,6882,2555,5711,425,1171,1583,2068,1098,2449,3547,1947,666,544,1137,1989,7968
533,1970-71,DET,NBA,82,45,37,.549,19855,3468,7730,3468,7730,,,2093,2808,,,3923,1696,,,,1969,9029
534,1959-60,SYR*,NBA,75,45,30,.600,,3406,8232,3406,8232,,,2105,2662,,,5406,1676,,,,1939,8917
535,1983-84,UTA*,NBA,82,45,37,.549,19780,3606,7242,3505,6925,101,317,2115,2708,1096,2522,3618,2230,695,604,1510,1978,9428
536,2005-06,LAL*,NBA,82,45,37,.549,19855,2992,6607,2440,5024,552,1583,1618,2172,970,2488,3458,1734,628,350,1143,1894,8154
537,1986-87,PHI*,NBA,82,45,37,.549,19880,3335,6792,3247,6452,88,340,1971,2617,1178,2327,3505,1943,768,540,1519,1774,8729
538,2012-13,CHI*,NBA,82,45,37,.549,19830,2926,6698,2480,5433,446,1265,1343,1738,1026,2514,3540,1886,588,417,1171,1617,7641
539,1991-92,LAC*,NBA,82,45,37,.549,19830,3347,7076,3202,6574,145,502,1601,2223,1132,2393,3525,2053,824,498,1269,1873,8440
540,1988-89,HOU*,NBA,82,45,37,.549,19855,3412,7196,3248,6673,164,523,1909,2527,1211,2554,3765,2016,789,501,1569,2026,8897
541,2004-05,BOS*,NBA,82,45,37,.549,19880,3046,6511,2609,5259,437,1252,1775,2323,909,2438,3347,1810,667,423,1297,2000,8304
542,2004-05,MEM*,NBA,82,45,37,.549,19705,2802,6271,2271,4785,531,1486,1526,2024,887,2307,3194,1716,699,476,1197,1910,7661
543,2000-01,HOU,NBA,82,45,37,.549,19830,2943,6494,2439,5082,504,1412,1582,2086,919,2524,3443,1613,587,358,1204,1657,7972
544,1997-98,MIN*,NBA,82,45,37,.549,19930,3157,6844,2854,5971,303,873,1673,2253,1063,2429,3492,2068,639,427,1138,1882,8290
545,2014-15,OKC,NBA,82,45,37,.549,19830,3184,7119,2552,5255,632,1864,1524,2020,1052,2844,3896,1681,598,454,1205,1829,8524
546,1955-56,PHW*,NBA,72,45,27,.625,,2641,6437,2641,6437,,,2142,2829,,,4362,1886,,,,1872,7424
547,1948-49,ROC*,BAA,60,45,15,.750,,1811,4869,1811,4869,,,1420,2060,,,,1259,,,,1539,5042
548,2012-13,HOU*,NBA,82,45,37,.549,19780,3124,6782,2257,4413,867,2369,1573,2087,909,2652,3561,1902,679,359,1348,1662,8688
549,1989-90,NYK*,NBA,82,45,37,.549,19830,3434,7089,3198,6379,236,710,1775,2349,1187,2426,3613,2140,714,492,1412,1828,8879
550,1981-82,GSW,NBA,82,45,37,.549,19780,3646,7349,3555,7024,91,325,1709,2382,1282,2452,3734,1820,685,391,1424,2225,9092
551,1983-84,NJN*,NBA,82,45,37,.549,19805,3614,7258,3565,7026,49,232,1742,2488,1221,2313,3534,2148,814,499,1608,2243,9019
552,1965-66,LAL*,NBA,80,45,35,.563,19250,3597,8109,3597,8109,,,2363,3057,,,5334,1936,,,,2035,9557
553,1993-94,NJN*,NBA,82,45,37,.549,19830,3169,7115,2946,6432,223,683,1900,2495,1300,2556,3856,1900,696,576,1196,1693,8461
554,2004-05,WAS*,NBA,82,45,37,.549,19780,2966,6794,2452,5296,514,1498,1795,2476,1133,2374,3507,1563,716,347,1172,1807,8241
555,1982-83,KCK,NBA,82,45,37,.549,19780,3719,7485,3668,7270,51,215,1839,2530,1256,2407,3663,2155,765,409,1691,2432,9328
556,1977-78,LAL*,NBA,82,45,37,.549,19805,3734,7672,3734,7672,,,1576,2095,1136,2647,3783,2229,802,409,1548,1964,9044
557,1980-81,CHI*,NBA,82,45,37,.549,19780,3457,6903,3419,6724,38,179,1985,2563,1227,2475,3702,1925,729,514,1672,2058,8937
558,1999-00,SAC*,NBA,82,44,38,.537,19805,3276,7288,2742,5632,534,1656,1521,2016,1056,2635,3691,1953,787,381,1325,1729,8607
559,1989-90,MIL*,NBA,82,44,38,.537,19830,3380,7146,3171,6476,209,670,1722,2273,1108,2246,3354,2046,826,326,1315,2086,8691
560,1986-87,UTA*,NBA,82,44,38,.537,19755,3485,7514,3346,7066,139,448,1735,2389,1194,2456,3650,2240,835,628,1403,2040,8844
561,2005-06,SAC*,NBA,82,44,38,.537,19830,2954,6500,2460,5092,494,1408,1704,2173,852,2473,3325,1825,608,299,1199,1672,8106
562,1987-88,SEA*,NBA,82,44,38,.537,19855,3544,7443,3323,6805,221,638,1826,2442,1313,2314,3627,2146,775,447,1376,2380,9135
563,1994-95,POR*,NBA,82,44,38,.537,19705,3217,7134,2755,5868,462,1266,1555,2230,1352,2443,3795,1846,668,467,1212,2024,8451
564,2017-18,MIL*,NBA,82,44,38,.537,19830,3257,6807,2539,4783,718,2024,1499,1915,688,2579,3267,1905,722,443,1134,1752,8731
565,1988-89,DEN*,NBA,82,44,38,.537,19880,3813,8140,3585,7464,228,676,1821,2314,1206,2513,3719,2282,811,436,1225,2088,9675
566,2004-05,MIN,NBA,82,44,38,.537,19755,3045,6629,2650,5484,395,1145,1449,1820,947,2580,3527,1918,460,447,1079,1774,7934
567,1966-67,SFW*,NBA,81,44,37,.543,19590,3814,8818,3814,8818,,,2283,3021,,,5974,1876,,,,2120,9911
568,1977-78,WSB*,NBA,82,44,38,.537,19830,3580,7772,3580,7772,,,1887,2655,1349,2815,4164,1948,668,386,1613,1879,9047
569,1953-54,ROC*,NBA,72,44,28,.611,,2010,5451,2010,5451,,,1722,2518,,,3494,1454,,,,1904,5742
570,1948-49,MNL*,BAA,60,44,16,.733,,1885,5146,1885,5146,,,1272,1759,,,,1134,,,,1386,5042
571,2010-11,ATL*,NBA,82,44,38,.537,19730,2971,6429,2469,5002,502,1427,1346,1728,762,2460,3222,1802,497,341,1118,1554,7790
572,2001-02,CHH*,NBA,82,44,38,.537,19755,2893,6580,2547,5586,346,994,1568,2105,1059,2505,3564,1759,653,456,1150,1747,7700
573,1950-51,MNL*,NBA,68,44,24,.647,,2084,5590,2084,5590,,,1464,1989,,,3409,1408,,,,1801,5632
574,2012-13,ATL*,NBA,82,44,38,.537,19855,3084,6644,2378,4743,706,1901,1158,1619,758,2593,3351,2007,664,369,1219,1473,8032
575,1982-83,NYK*,NBA,82,44,38,.537,19805,3272,6793,3239,6662,33,131,1621,2282,1080,2263,3343,2034,701,378,1509,2180,8198
576,2009-10,CHA*,NBA,82,44,38,.537,19880,2858,6306,2398,4975,460,1331,1637,2180,858,2490,3348,1658,632,446,1290,1597,7813
577,1990-91,GSW*,NBA,82,44,38,.537,19805,3566,7346,3296,6545,270,801,2162,2761,1113,2306,3419,1954,803,378,1359,2207,9564
578,2017-18,MIA*,NBA,82,44,38,.537,19930,3184,6997,2281,4491,903,2506,1209,1601,763,2801,3564,1862,620,437,1179,1648,8480
579,1984-85,DAL*,NBA,82,44,38,.537,19855,3560,7280,3408,6837,152,443,1844,2324,1095,2345,3440,2152,575,335,1184,1796,9116
580,2013-14,WAS*,NBA,82,44,38,.537,20055,3177,6920,2530,5216,647,1704,1253,1715,886,2573,3459,1909,668,377,1204,1675,8254
581,1976-77,DET*,NBA,82,44,38,.537,19730,3764,7792,3764,7792,,,1442,1960,1169,2495,3664,2004,877,459,1718,2200,8970
582,1977-78,MIL*,NBA,82,44,38,.537,19980,3801,7883,3801,7883,,,1612,2220,1239,2480,3719,2306,867,472,1680,2038,9214
583,1970-71,BOS,NBA,82,44,38,.537,19780,3804,8616,3804,8616,,,2000,2648,,,4833,2052,,,,2138,9608
584,2013-14,BRK*,NBA,82,44,38,.537,19880,2931,6391,2222,4469,709,1922,1508,2002,721,2407,3128,1714,705,311,1191,1777,8079
585,1976-77,BOS*,NBA,82,44,38,.537,19830,3462,7775,3462,7775,,,1648,2181,1241,2966,4207,2010,506,263,1673,2039,8572
586,1990-91,PHI*,NBA,82,44,38,.537,20080,3289,6925,3094,6307,195,618,1868,2366,984,2496,3480,1824,678,479,1230,1629,8641
587,2001-02,UTA*,NBA,82,44,38,.537,19830,2869,6374,2589,5532,280,842,1853,2430,1109,2349,3458,1999,749,523,1353,1971,7871
588,1976-77,SAS*,NBA,82,44,38,.537,19755,3711,7657,3711,7657,,,2010,2522,1110,2550,3660,2115,857,499,1770,1966,9432
589,1995-96,POR*,NBA,82,44,38,.537,19905,3064,6688,2584,5330,480,1358,1537,2321,1160,2577,3737,1760,594,417,1377,1859,8145
590,2002-03,BOS*,NBA,82,44,38,.537,19830,2700,6509,1981,4354,719,2155,1480,1994,849,2471,3320,1575,720,303,1147,1758,7599
591,2000-01,SEA,NBA,82,44,38,.537,19805,3029,6649,2563,5480,466,1169,1454,1986,999,2422,3421,1792,657,409,1252,1733,7978
592,2015-16,DET*,NBA,82,44,38,.537,19880,3111,7087,2371,4939,740,2148,1399,2095,1021,2777,3798,1594,573,304,1110,1557,8361
593,1953-54,NYK*,NBA,72,44,28,.611,,1934,5177,1934,5177,,,1820,2525,,,3830,1469,,,,1832,5688
594,2015-16,POR*,NBA,82,44,38,.537,19805,3167,7040,2303,4704,864,2336,1424,1889,948,2782,3730,1748,562,380,1200,1782,8622
595,2005-06,DEN*,NBA,82,44,38,.537,19930,3078,6672,2728,5596,350,1076,1721,2312,903,2486,3389,1921,698,463,1216,1863,8227
596,1992-93,CHH*,NBA,82,44,38,.537,19755,3512,7210,3337,6673,175,537,1831,2374,1095,2508,3603,2161,639,473,1325,1790,9030
597,1952-53,ROC*,NBA,70,44,26,.629,,2019,5432,2019,5432,,,2005,2747,,,3625,1520,,,,2210,6043
598,2001-02,ORL*,NBA,82,44,38,.537,19830,3087,6893,2467,5233,620,1660,1446,1917,942,2440,3382,1804,665,384,1119,1700,8240
599,1973-74,GSW,NBA,82,44,38,.537,19705,3721,8020,3721,8020,,,1569,2018,1379,3035,4414,1989,668,450,1667,1893,9011
600,1980-81,IND*,NBA,82,44,38,.537,19730,3491,7245,3461,7076,30,169,1815,2540,1325,2267,3592,2091,833,484,1491,2006,8827
601,1981-82,NJN*,NBA,82,44,38,.537,19780,3501,7227,3471,7081,30,146,1714,2354,1194,2320,3514,2096,918,481,1650,2295,8746
602,2006-07,MIA*,NBA,82,44,38,.537,19855,2919,6288,2391,4749,528,1539,1393,2019,817,2526,3343,1681,566,442,1201,1749,7759
603,1996-97,WSB*,NBA,82,44,38,.537,19855,3208,6678,2877,5677,331,1001,1400,1979,1010,2420,3430,1921,712,402,1289,1815,8147
604,1974-75,KCO*,NBA,82,44,38,.537,19730,3257,7258,3257,7258,,,1797,2190,991,2745,3736,1853,724,347,1542,1968,8311
605,2002-03,PHO*,NBA,82,44,38,.537,19805,3005,6776,2611,5627,394,1149,1430,1928,1049,2440,3489,1719,665,404,1208,1801,7834
606,1956-57,BOS*,NBA,72,44,28,.611,,2808,7326,2808,7326,,,1983,2644,,,4963,1464,,,,1851,7599
607,1976-77,CHI*,NBA,82,44,38,.537,19805,3249,7186,3249,7186,,,1613,2159,1292,2705,3997,1989,699,364,1552,1871,8111
608,1985-86,DAL*,NBA,82,44,38,.537,19805,3631,7254,3490,6808,141,446,2050,2643,1059,2454,3513,2108,605,369,1289,1733,9453
609,2004-05,IND*,NBA,82,44,38,.537,19905,2668,6169,2126,4594,542,1575,1748,2206,868,2418,3286,1489,615,357,1173,1890,7626
610,1975-76,SEA*,NBA,82,43,39,.524,19780,3542,7730,3542,7730,,,1642,2309,1217,2498,3715,1935,866,355,1615,2133,8726
611,1978-79,SDC,NBA,82,43,39,.524,19730,3721,7706,3721,7706,,,1836,2471,1392,2413,3805,1539,703,392,1623,2127,9278
612,2001-02,PHI*,NBA,82,43,39,.524,19730,2804,6436,2590,5721,214,715,1639,2104,1092,2534,3626,1638,705,363,1256,1645,7461
613,1982-83,ATL*,NBA,82,43,39,.524,19780,3352,7146,3307,6958,45,188,1586,2111,1139,2433,3572,1945,573,665,1424,2022,8335
614,2012-13,UTA,NBA,82,43,39,.524,19880,3046,6710,2539,5325,507,1385,1439,1883,989,2457,3446,1859,690,515,1210,1750,8038
615,1990-91,ATL*,NBA,82,43,39,.524,19755,3349,7223,3078,6387,271,836,2034,2544,1235,2420,3655,1864,729,374,1231,1768,9003
616,1977-78,CLE*,NBA,82,43,39,.524,19880,3496,7707,3496,7707,,,1569,2116,1187,2676,3863,1740,692,455,1382,1832,8561
617,1992-93,ATL*,NBA,82,43,39,.524,19830,3392,7272,3010,6196,382,1076,1648,2221,1290,2344,3634,2084,806,278,1339,1807,8814
618,2000-01,ORL*,NBA,82,43,39,.524,19955,3013,6873,2523,5527,490,1346,1476,2068,1069,2450,3519,1803,674,481,1245,2071,7992
619,1981-82,WSB*,NBA,82,43,39,.524,19830,3400,7168,3341,6932,59,236,1626,2105,1047,2583,3630,1983,643,397,1390,2072,8485
620,2016-17,ATL*,NBA,82,43,39,.524,19880,3123,6918,2394,4781,729,2137,1484,2039,842,2793,3635,1938,672,397,1294,1491,8459
621,1961-62,CIN*,NBA,80,43,37,.538,,3806,8414,3806,8414,,,2233,2969,,,5665,2154,,,,2081,9845
622,2013-14,CHA*,NBA,82,43,39,.524,19905,2976,6730,2460,5259,516,1471,1474,2000,776,2724,3500,1778,499,421,1010,1493,7942
623,1954-55,FTW*,NBA,72,43,29,.597,,2333,5980,2333,5980,,,1986,2710,,,3826,1737,,,,1753,6652
624,1988-89,GSW*,NBA,82,43,39,.524,19905,3730,7977,3536,7348,194,629,1904,2384,1323,2561,3884,2009,831,643,1488,1946,9558
625,1992-93,NJN*,NBA,82,43,39,.524,19780,3272,7084,3117,6596,155,488,1732,2258,1291,2506,3797,1872,693,526,1355,1892,8431
626,2007-08,WAS*,NBA,82,43,39,.524,19905,2986,6695,2411,5081,575,1614,1557,1991,1007,2404,3411,1607,632,391,1082,1606,8104
627,2017-18,WAS*,NBA,82,43,39,.524,19855,3275,7018,2461,4845,814,2173,1378,1786,823,2713,3536,2065,645,353,1196,1746,8742
628,1991-92,LAL*,NBA,82,43,39,.524,19830,3183,6977,3064,6532,119,445,1744,2278,1156,2196,3352,1803,756,400,1089,1543,8229
629,1974-75,SEA*,NBA,82,43,39,.524,19880,3488,7653,3488,7653,,,1475,1970,1142,2579,3721,1997,837,378,1610,1977,8451
630,2004-05,PHI*,NBA,82,43,39,.524,19855,2946,6736,2441,5283,505,1453,1731,2194,909,2536,3445,1710,756,321,1274,1878,8128
631,1989-90,DEN*,NBA,82,43,39,.524,19805,3716,8015,3488,7338,228,677,1737,2201,1169,2532,3701,2275,814,329,1136,2047,9397
632,1976-77,CLE*,NBA,82,43,39,.524,19780,3451,7688,3451,7688,,,1468,1993,1312,2563,3875,1845,579,472,1356,1951,8370
633,2002-03,HOU,NBA,82,43,39,.524,19930,2840,6461,2401,5194,439,1267,1569,2044,1024,2564,3588,1506,594,493,1276,1602,7688
634,1967-68,NYK*,NBA,82,43,39,.524,19880,3682,8070,3682,8070,,,2159,3042,,,5122,1967,,,,2364,9523
635,2003-04,DEN*,NBA,82,43,39,.524,19730,2993,6763,2662,5778,331,985,1655,2159,1083,2387,3470,1794,745,520,1278,1804,7972
636,2016-17,MEM*,NBA,82,43,39,.524,19905,2984,6854,2217,4685,767,2169,1504,1918,886,2621,3507,1744,653,344,1059,1840,8239
637,2010-11,HOU,NBA,82,43,39,.524,19880,3170,6975,2493,5132,677,1843,1668,2083,962,2549,3511,1955,581,371,1110,1641,8685
638,1977-78,NYK*,NBA,82,43,39,.524,20005,3815,7822,3815,7822,,,1670,2225,1180,2689,3869,2338,818,442,1764,2193,9300
