,Date,Team,Acquired,Relinquised,Notes
5212,2014-04-29,Warriors,,Andrew Bogut,fractured right rib (DNP)
5213,2014-04-30,Bobcats,,Josh McRoberts,surgery on left big toe to remove bone spurs (out indefinitely)
5214,2014-04-30,Mavericks,,Gal Mekel,knee injury (DNP)
5215,2014-05-01,Warriors,,Andrew Bogut,fractured right rib (DNP)
5216,2014-05-02,Bulls,,Joakim Noah,arthroscopic surgery on left knee (out indefinitely)
5217,2014-05-02,Mavericks,,Gal Mekel,knee injury (DNP)
5218,2014-05-03,Warriors,,Andrew Bogut,fractured right rib (DNP)
5219,2014-05-04,Mavericks,,Gal Mekel,knee injury (DNP)
5220,2014-05-06,76ers,,Michael Carter-Williams,surgery on right shoulder to repair torn labrum (out indefinitely)
5221,2014-05-12,Blazers,,Mo Williams,strained groin (DNP)
5222,2014-05-13,Cavaliers,,Anthony Bennett,surgery for removal of tonsils and adnoids (out indefinitely)
5223,2014-05-14,Blazers,,Mo Williams,strained groin (DNP)
5224,2014-05-15,Pelicans,,Tyreke Evans,arthroscopic surgery on right knee to remove scar tissue (out indefinitely)
5225,2014-05-16,Thunder,,Serge Ibaka,left calf injury (out indefinitely)
5226,2014-05-18,Pacers,,Evan Turner,strep throat (DTD)
5227,2014-05-24,Bobcats,,Gerald Henderson,arthroscopic surgery on right wrist to remove scar tissue (out indefinitely)
5228,2014-05-27,Nets,,Deron Williams,surgery on left ankle to remove bone spurs and right ankle to remove loose bone fragment (out indefinitely)
5229,2014-06-28,Wizards,,Martell Webster,microdisectomy surgery on lower back to repair herniated disc (out indefinitely)
5230,2014-07-01,Spurs,,Patty Mills,right shoulder injury (surgery) (out indefinitely)
5231,2014-07-02,Spurs,,Manu Ginobili,stress fracture in right leg (out indefinitely)
5232,2014-07-05,76ers,,Pierre Jackson,right Achilles tendon injury (out indefinitely)
5233,2014-07-14,Thunder,,Perry Jones,arthroscopic surgery on right knee (out indefinitely)
5234,2014-07-22,Blazers,,Thomas Robinson,surgery on right thumb to repair torn ligament (out indefinitely)
5235,2014-08-01,Pacers,,Paul George,surgery on right leg to repair fractured tibia and fibula (out indefinitely)
5236,2014-08-11,Nets,,Markel Brown,fractured right hand (out indefinitely)
5237,2014-08-15,Suns,,Isaiah Thomas,arthroscopic surgery on left wrist (out indefinitely)
5238,2014-08-15,Warriors,,Shaun Livingston,arthroscopic surgery on right big toe (out indefinitely)
5239,2014-09-02,Hornets,,Noah Vonleh,surgery to repair sports hernia (out indefinitely)
5240,2014-09-26,Celtics,,Rajon Rondo,surgery on fractured left finger (out indefinitely)
5241,2014-09-27,Pelicans,,Tyreke Evans,strained right hamstring (out indefinitely)
5242,2014-09-29,Heat,,Justin Hamilton,surgery to repair atrial flutter (out indefinitely)
5243,2014-10-06,Lakers,,Nick Young,surgery on right thumb to repair torn ligament (out indefinitely)
5244,2014-10-07,Suns,,Alex Len,fractured right pinky finger (out indefinitely)
5245,2014-10-09,Thunder,,Mitch McGary,fractured left foot (out indefinitely)
5246,2014-10-11,Wizards,,Bradley Beal,surgery on left wrist to repair fracture (out indefinitely) (date approximate)
5247,2014-10-13,Bucks,,Johnny O'Bryant,sprained MCL in right knee (out indefinitely)
5248,2014-10-13,Thunder,,Kevin Durant,fractured right toe (out indefinitely)
5249,2014-10-14,Pistons,,Jodie Meeks,stress fracture in lower back (out indefinitely)
5250,2014-10-16,Thunder,,Kevin Durant,surgery on right toe to repair fracture (out indefinitely)
5251,2014-10-17,Bucks,,Larry Sanders,surgery (out indefinitely)
5252,2014-10-23,Lakers,,Steve Nash,back injury (out for season)
5253,2014-10-23,Suns,,T.J. Warren,fractured left thumb (out indefinitely)
5254,2014-10-25,Magic,,Victor Oladipo,surgery to repair facial fracture (out indefinitely)
5255,2014-10-27,Pacers,,C.J. Watson,bruised right foot (DTD)
5256,2014-10-28,Lakers,,Julius Randle,fractured tibia in right leg (out for season)
5257,2014-10-28,Lakers,,Ryan Kelly,sore right hamstring (DTD)
5258,2014-10-28,Lakers,,Wayne Ellington,concussion (DTD)
5259,2014-10-29,76ers,,Luc Mbah a Moute,back injury (DTD)
5260,2014-10-29,76ers,,Michael Carter-Williams,recovering from surgery on right shoulder to repair torn labrum (DNP)
5261,2014-10-29,Heat,,Danny Granger,hamstring injury (DTD)
5262,2014-10-29,Lakers,,Julius Randle,surgery on right leg to repair fractured tibia (out for season)
5263,2014-10-29,Lakers,Wayne Ellington,,returned to lineup
5264,2014-10-29,Pacers,,David West,sprained right ankle (DTD)
5265,2014-10-29,Thunder,,Anthony Morrow,sprained MCL in left knee (DTD)
5266,2014-10-29,Thunder,,Jeremy Lamb,sprained lower back (DTD)
5267,2014-10-29,Thunder,,Reggie Jackson,sprained right ankle (DTD)
5268,2014-10-29,Timberwolves,,Glenn Robinson,ankle injury (DTD)
5269,2014-10-29,Warriors,Shaun Livingston,,returned to lineup
5270,2014-10-29,Wizards,,Glen Rice,sprained right ankle (DNP)
5271,2014-10-30,Thunder,,Russell Westbrook,fractured right hand (DTD)
5272,2014-10-31,76ers,,Michael Carter-Williams,recovering from surgery on right shoulder to repair torn labrum (DTD)
5273,2014-10-31,76ers,Luc Richard Mbah a Moute / Luc Mbah a Moute,,returned to lineup
5274,2014-10-31,Kings,,Derrick Williams,knee injury (DNP)
5275,2014-11-01,Bulls,,Derrick Rose,sprained left ankle (DTD)
5276,2014-11-01,Thunder,,Russell Westbrook,surgery on right hand to repair fracture (out indefinitely)
5277,2014-11-02,Clippers,,Jamal Crawford,bruised ribs (DTD)
5278,2014-11-02,Kings,Derrick Williams,,returned to lineup
5279,2014-11-03,Clippers,Jamal Crawford,,returned to lineup
5280,2014-11-03,Rockets,,Tarik Black,thigh injury (DNP)
5281,2014-11-03,Thunder,Reggie Jackson,,returned to lineup
5282,2014-11-04,Lakers,Ryan Kelly,,returned to lineup
5283,2014-11-04,Pelicans,,Luke Babbitt,sprained left finger (DTD)
5284,2014-11-04,Thunder,,Andre Roberson,sprained left foot (DTD)
5285,2014-11-05,Pacers,,Rodney Stuckey,sore left foot (DTD)
5286,2014-11-05,Pistons,,Luigi Datome,strained right hamstring (DTD)
5287,2014-11-05,Heat,,Udonis Haslem,strained left quadriceps (DTD)
5288,2014-11-06,Spurs,,Manu Ginobili,rest (DTD)
5289,2014-11-06,Spurs,,Marco Belinelli,strained right groin (DTD)
5290,2014-11-06,Spurs,,Tim Duncan,rest (DTD)
5291,2014-11-07,76ers,,Malcolm Thomas,left knee injury (DTD)
5292,2014-11-07,76ers,,Nerlens Noel,sprained left ankle (DTD)
5293,2014-11-07,Knicks,,Pablo Prigioni,sprained right ankle (DTD)
5294,2014-11-07,Pacers,,C.J. Miles,migraine headache (DTD)
5295,2014-11-07,Thunder,,Perry Jones,bruised right knee (DTD)
5296,2014-11-07,Thunder,Jeremy Lamb,,returned to lineup
5297,2014-11-08,Celtics,,Marcus Smart,sprained left ankle (DNP)
5298,2014-11-08,Celtics,,Rajon Rondo,surgery on left hand to remove screw
5299,2014-11-08,Rockets,,Dwight Howard,flu (DTD)
5300,2014-11-08,Spurs,Tim Duncan,,returned to lineup
5301,2014-11-08,Timberwolves,,Anthony Bennett,bruised knee (DTD)
5302,2014-11-08,Timberwolves,,Ricky Rubio,sprained left ankle (DNP)
5303,2014-11-09,Lakers,,Ryan Kelly,sore right hamstring (DTD)
5304,2014-11-09,Magic,,Devyn Marble,sprained rotator cuff in right shoulder (DTD)
5305,2014-11-09,Warriors,,Klay Thompson,sprained right hand (DTD)
5306,2014-11-10,Knicks,Pablo Prigioni,,returned to lineup
5307,2014-11-10,76ers,Malcolm Thomas,,returned to lineup
5308,2014-11-11,Bucks,,Khris Middleton,sore right knee (DNP)
5309,2014-11-11,Kings,,Darren Collison,shoulder injury (DTD)
5310,2014-11-11,Thunder,Anthony Morrow,,returned to lineup
5311,2014-11-11,Warriors,Klay Thompson,,returned to lineup
5312,2014-11-12,Rockets,Dwight Howard,,returned to lineup
5313,2014-11-12,Timberwolves,Anthony Bennett,,returned to lineup
5314,2014-11-13,76ers,,Alexey Shved,sore lower back (DTD)
5315,2014-11-13,76ers,Michael Carter-Williams,,returned to lineup
5316,2014-11-13,76ers,Nerlens Noel,,returned to lineup
5317,2014-11-13,Kings,Darren Collison,,returned to lineup
5318,2014-11-14,Bucks,,Khris Middleton,sore right knee (DNP)
5319,2014-11-14,Knicks,,Amar'e Stoudemire,rest (DTD)
5320,2014-11-14,Lakers,Ryan Kelly,,returned to lineup
5321,2014-11-14,Nuggets,,Randy Foye,bruised right knee (DNP)
5322,2014-11-14,Pacers,C.J. Miles,,returned to lineup
5323,2014-11-14,Pistons,Luigi Datome / Gigi Datome,,returned to lineup
5324,2014-11-14,Rockets,,Troy Daniels,groin injury (DNP)
5325,2014-11-15,Bulls,,Derrick Rose,strained left hamstring (DTD)
5326,2014-11-15,Pacers,,C.J. Miles,strained right calf (DTD)
5327,2014-11-16,Knicks,,Iman Shumpert,bruised right hip (DTD)
5328,2014-11-16,Knicks,Amar'e Stoudemire,,returned to lineup
5329,2014-11-16,Magic,,Aaron Gordon,fractured left foot (DTD)
5330,2014-11-17,76ers,Alexey Shved,,returned to lineup
5331,2014-11-17,Heat,,Luol Deng,sprained right wrist (DTD)
5332,2014-11-17,Heat,Danny Granger,,returned to lineup
5333,2014-11-17,Hornets,,Gary Neal,concussion (DTD)
5334,2014-11-17,Lakers,,Ryan Kelly,torn right hamstring (out indefinitely)
5335,2014-11-18,Bucks,,Larry Sanders,bruised left thigh (DTD)
5336,2014-11-18,Knicks,,Cleanthony Early,right knee injury (out indefinitely)
5337,2014-11-18,Knicks,Iman Shumpert,,returned to lineup
5338,2014-11-19,Grizzlies,,Beno Udrih,flu (DTD)
5339,2014-11-19,Grizzlies,,Courtney Lee,flu (DTD)
5340,2014-11-19,Grizzlies,,Tony Allen,flu / stomach virus (DTD)
5341,2014-11-19,Hornets,,P.J. Hairston,sprained right ankle (DNP)
5342,2014-11-19,Magic,,Evan Fournier,bruised left heel (DTD)
5343,2014-11-19,Pacers,Rodney Stuckey,,returned to lineup
5344,2014-11-19,Raptors,,James Johnson,sprained right ankle (DTD)
5345,2014-11-19,Rockets,,Dwight Howard,strained right knee (DTD)
5346,2014-11-19,Spurs,,Matt Bonner,stomach virus (DTD)
5347,2014-11-19,Thunder,Andre Roberson,,returned to lineup
5348,2014-11-19,Timberwolves,,Nikola Pekovic,sprained right wrist (DTD)
5349,2014-11-19,Timberwolves,,Ronny Turiaf,hip injury (out for season)
5350,2014-11-19,Nuggets,,J.J. Hickson,DNP
5351,2014-11-20,Heat,Justin Hamilton,,returned to lineup
5352,2014-11-20,Heat,Luol Deng,,returned to lineup
5353,2014-11-21,Grizzlies,,Quincy Pondexter,flu / stomach virus (DNP)
5354,2014-11-21,Grizzlies,Beno Udrih,,returned to lineup
5355,2014-11-21,Grizzlies,Courtney Lee,,returned to lineup
5356,2014-11-21,Magic,Evan Fournier,,returned to lineup
5357,2014-11-21,Nuggets,,J.J. Hickson,DNP
5358,2014-11-21,Spurs,Marco Belinelli,,returned to lineup
5359,2014-11-21,Timberwolves,,Kevin Martin,fractured right wrist (DTD)
5360,2014-11-21,76ers,,Jerami Grant,sprained right ankle (DTD)
5361,2014-11-21,Pelicans,,Omer Asik,DNP
5362,2014-11-22,Magic,,Tobias Harris,strained right calf (DTD)
5363,2014-11-22,Spurs,,Matt Bonner,illness (DNP)
5364,2014-11-22,Wizards,,Otto Porter,left hamstring injury (DNP)
5365,2014-11-23,Grizzlies,Tony Allen,,returned to lineup
5366,2014-11-23,Lakers,,Carlos Boozer,strained left shoulder (DTD)
5367,2014-11-24,Bulls,Derrick Rose,,returned to lineup
5368,2014-11-24,Clippers,,Matt Barnes,strained left calf (DTD)
5369,2014-11-24,Lakers,,Xavier Henry,torn left Achilles tendon (DTD)
5370,2014-11-24,Pacers,,Roy Hibbert,sprained left ankle (DTD)
5371,2014-11-24,Pacers,C.J. Miles,,returned to lineup
5372,2014-11-25,Bucks,,Nate Wolters,illness (DTD)
5373,2014-11-25,Kings,,Darren Collison,bruised left quadriceps (DTD)
5374,2014-11-25,Pistons,,Brandon Jennings,hyperextended left thumb (DTD)
5375,2014-11-25,Timberwolves,,Kevin Martin,surgery on right wrist to repair fracture (out indefinitely)
5376,2014-11-25,Wizards,,Nene Hilario,plantar faciitis in right foot (DTD)
5377,2014-11-26,Bucks,,John Henson,sprained left foot (DTD)
5378,2014-11-26,Knicks,,Carmelo Anthony,back spasms (DTD)
5379,2014-11-26,Lakers,Carlos Boozer,,returned to lineup
5380,2014-11-26,Magic,Tobias Harris,,returned to lineup
5381,2014-11-26,Spurs,,Cory Joseph,sprained left ankle (DTD)
5382,2014-11-26,Timberwolves,,Mo Williams,illness (DTD)
5383,2014-11-26,Warriors,,Leandro Barbosa,knee injury (DTD)
5384,2014-11-28,Hornets,,Marvin Williams,sprained left shoulder (DTD)
5385,2014-11-28,Kings,Darren Collison,,returned to lineup
5386,2014-11-28,Pacers,David West,,returned to lineup
5388,2014-11-28,Thunder,Russell Westbrook,,returned to lineup
5389,2014-11-28,Timberwolves,Maurice Williams / Mo Williams,,returned to lineup
5390,2014-11-28,Mavericks,,Jameer Nelson,back spasms (DTD)
5391,2014-11-29,Bucks,Nate Wolters,,returned to lineup
5392,2014-11-29,Jazz,,Jeremy Evans,sprained left ankle (DTD)
5393,2014-11-29,Mavericks,,Dirk Nowitzki,rest (DTD)
5394,2014-11-29,Raptors,,DeMar DeRozan,torn tendon in left groin (out indefinitely)
5395,2014-11-29,Rockets,,Isaiah Canaan,left ankle injury (DTD)
5396,2014-11-30,Knicks,Carmelo Anthony,,returned to lineup
5397,2014-11-30,Pistons,Brandon Jennings,,returned to lineup
5398,2014-11-30,Warriors,Leandro Barbosa,,returned to lineup
5399,2014-12-01,76ers,,Nerlens Noel,hip flexor injury (DNP)
5400,2014-12-01,Jazz,,Derrick Favors,flu (DTD)
5401,2014-12-01,Spurs,,Tony Parker,bruised ribs (DTD)
5402,2014-12-01,Spurs,,Tim Duncan,rest (DTD)
5403,2014-12-02,Knicks,,J.R. Smith,flu (DTD)
5404,2014-12-02,Magic,,Nikola Vucevic,back spasms (DTD)
5405,2014-12-02,Mavericks,Dirk Nowitzki,,returned to lineup
5406,2014-12-02,Mavericks,Jameer Nelson,,returned to lineup
5407,2014-12-02,Pacers,Roy Hibbert,,returned to lineup
5408,2014-12-03,76ers,,Alexey Shved,strained left hip flexor (DTD)
5409,2014-12-03,76ers,Nerlens Noel,,returned to lineup
5410,2014-12-03,Bucks,,Ersan Ilyasova,fractured nose (DTD)
5411,2014-12-03,Hornets,Marvin Williams,,returned to lineup
5412,2014-12-03,Jazz,,Alec Burks,left shoulder injury (DNP)
5413,2014-12-03,Jazz,Derrick Favors,,returned to lineup
5414,2014-12-03,Mavericks,,Dirk Nowitzki,sore back (DTD)
5415,2014-12-03,Spurs,Tony Parker,,returned to lineup
5416,2014-12-03,Spurs,Tim Duncan,,returned to lineup
5417,2014-12-04,Knicks,J.R. Smith,,returned to lineup
5418,2014-12-05,Heat,,Luol Deng,bruised right hand (DTD)
5419,2014-12-05,Mavericks,Dirk Nowitzki,,returned to lineup
5420,2014-12-05,Thunder,Perry Jones,,returned to lineup
5421,2014-12-05,Timberwolves,,Mo Williams,back spasms (DTD)
5422,2014-12-05,Wizards,Nene Hilario,,returned to lineup
5423,2014-12-05,Heat,,Norris Cole,cold (DTD)
5424,2014-12-06,Rockets,,Kostas Papanikolaou,strained right knee (DTD)
5425,2014-12-06,Spurs,,Tony Parker,strained left hamstring (DTD)
5426,2014-12-06,Spurs,,Manu Ginobili,left shoulder impingement (DTD)
5427,2014-12-07,Heat,Luol Deng,,returned to lineup
5428,2014-12-07,Heat,Norris Cole,,returned to lineup
5429,2014-12-07,Nuggets,,JaVale McGee,strained left lower leg (DTD)
5430,2014-12-07,Nuggets,,Kenneth Faried,strained lower back (DTD)
5431,2014-12-07,Nuggets,,Nate Robinson,bruised back (DTD)
5432,2014-12-07,Pacers,,Ian Mahinmi,torn plantar fascia in left foot (out indefinitely)
5433,2014-12-08,Jazz,Jeremy Evans,,returned to lineup
5434,2014-12-08,Nets,,Joe Johnson,flu (DTD)
5435,2014-12-08,Wizards,,Nene Hilario,sore left (P) / right knee (DTD)
5436,2014-12-09,Spurs,Emanuel Ginobili / Manu Ginobili,,returned to lineup
5437,2014-12-10,Heat,,Josh McRoberts,torn meniscus in right knee (out for season)
5438,2014-12-10,Knicks,,Carmelo Anthony,sore left knee (DTD)
5439,2014-12-10,Knicks,,J.R. Smith,sore left heel (DTD)
5440,2014-12-10,Mavericks,,Jameer Nelson,sore right shoulder (DTD)
5441,2014-12-10,Nets,,Mirza Teletovic,right hip pointer (DTD)
5442,2014-12-10,Nuggets,Kenneth Faried,,returned to lineup
5443,2014-12-10,Rockets,,Francisco Garcia,strained right Achilles (DTD)
5444,2014-12-10,Spurs,,Manu Ginobili,rest (DTD)
5445,2014-12-10,Spurs,,Tim Duncan,rest (DTD)
5446,2014-12-10,Wizards,Nene Hilario,,returned to lineup
5447,2014-12-11,Cavaliers,,LeBron James,sore left knee (DTD)
5448,2014-12-11,Kings,,Omri Casspi,bone bruise in left knee (DTD)
5449,2014-12-11,Rockets,,Isaiah Canaan,sprained left knee (DTD)
5450,2014-12-12,Cavaliers,LeBron James,,returned to lineup
5451,2014-12-12,Knicks,Carmelo Anthony,,returned to lineup
5452,2014-12-12,Spurs,Tony Parker,,returned to lineup
5453,2014-12-12,Spurs,Emanuel Ginobili / Manu Ginobili,,returned to lineup
5454,2014-12-12,Spurs,Tim Duncan,,returned to lineup
5455,2014-12-13,76ers,,K.J. McDaniels,sprained left ankle (DTD)
5456,2014-12-13,Bulls,,Doug McDermott,arthroscopic surgery on right knee to repair torn meniscus (out indefinitely)
5457,2014-12-13,Mavericks,Jameer Nelson,,returned to lineup
5458,2014-12-13,Nets,,Kevin Garnett,rest (DTD)
5459,2014-12-13,Pacers,,C.J. Miles,bruised left knee (DTD)
5460,2014-12-13,Rockets,,Isaiah Canaan,sprained left ankle (DTD)
5461,2014-12-13,Rockets,Dwight Howard,,returned to lineup
5462,2014-12-13,Bucks,,Damien Inglis,right ankle injury (out for season)
5463,2014-12-13,Nuggets,,Danilo Gallinari,bruised right knee (DTD)
5464,2014-12-14,Heat,,Chris Bosh,strained left calf (out indefinitely)
5465,2014-12-14,Nuggets,,Kenneth Faried,strained right ankle (DTD)
5466,2014-12-14,Nuggets,Nate Robinson,,returned to lineup
5467,2014-12-14,Pelicans,,Anthony Davis,chest injury (DTD)
5468,2014-12-15,76ers,K.J. McDaniels,,returned to lineup
5469,2014-12-15,Celtics,,Marcus Smart,strained left Achilles (DTD)
5470,2014-12-15,Pacers,C.J. Miles,,returned to lineup
5471,2014-12-15,Spurs,,Manu Ginobili,bruised lower back (DTD)
5472,2014-12-15,Spurs,,Tiago Splitter,calf injury (DTD)
5473,2014-12-15,Spurs,,Tim Duncan,rest (DTD)
5474,2014-12-16,Bucks,,Jabari Parker,torn ACL in left knee (out for season)
5475,2014-12-16,Heat,,Danny Granger,illness (DTD)
5476,2014-12-16,Nets,Kevin Garnett,,returned to lineup
5477,2014-12-16,Pelicans,Anthony Davis,,returned to lineup
5478,2014-12-16,Timberwolves,,Ronny Turiaf,arthroscopic surgery on right hip (out for season)
5479,2014-12-16,Timberwolves,Maurice Williams / Mo Williams,,returned to lineup
5480,2014-12-16,Wizards,,Paul Pierce,sore right toe (DTD)
5481,2014-12-17,Grizzlies,,Tony Allen,right eye injury (DTD)
5482,2014-12-17,Nets,,Sergey Karasev,strained left oblique (DTD)
5483,2014-12-17,Nuggets,Kenneth Faried,,returned to lineup
5484,2014-12-17,Rockets,Isaiah Canaan,,returned to lineup
5485,2014-12-17,Spurs,,Kawhi Leonard,bruised right hand (DTD)
5486,2014-12-17,Spurs,Emanuel Ginobili / Manu Ginobili,,returned to lineup
5487,2014-12-17,Spurs,Tiago Splitter,,returned to lineup
5488,2014-12-17,Spurs,Tim Duncan,,returned to lineup
5489,2014-12-18,Bucks,,Larry Sanders,suspended by NBA for 1 game for shoving opposing player
5490,2014-12-18,Knicks,,Carmelo Anthony,sore left knee (DTD)
5491,2014-12-18,Pelicans,,Tyreke Evans,bruised right knee (DTD)
5492,2014-12-19,76ers,,Furkan Aldemir,plantar fasciitis right foot in (DTD)
5493,2014-12-19,Celtics,Marcus Smart,,returned to lineup
5494,2014-12-19,Hornets,,Lance Stephenson,bruised pelvis (DTD)
5495,2014-12-19,Nets,Sergey Karasev,,returned to lineup
5496,2014-12-19,Nuggets,,Darrell Arthur,strained left leg (DTD)
5497,2014-12-19,Thunder,,Kendrick Perkins,left knee injury (DTD)
5498,2014-12-19,Wizards,Paul Pierce,,returned to lineup
5499,2014-12-19,Rockets,Francisco Garcia,,returned to lineup
5500,2014-12-20,Knicks,,Amar'e Stoudemire,rest (DTD)
5501,2014-12-20,Knicks,Carmelo Anthony,,returned to lineup
5502,2014-12-20,Pacers,,C.J. Watson,upper respiratory ailment (DTD)
5503,2014-12-20,Pelicans,Tyreke Evans,,returned to lineup
5504,2014-12-20,Spurs,,Danny Green,rest (DTD)
5505,2014-12-20,Spurs,,Manu Ginobili,rest (DTD)
5506,2014-12-20,Spurs,,Tiago Splitter,rest (DTD)
5507,2014-12-20,Spurs,,Tim Duncan,rest (DTD)
5508,2014-12-21,76ers,,Hollis Thompson,upper respiratory illness (DTD)
5509,2014-12-21,Heat,,Dwyane Wade,bruised right knee (DTD)
5510,2014-12-21,Heat,,Hassan Whiteside,left toe injury (DTD)
5511,2014-12-21,Heat,Danny Granger,,returned to lineup
5512,2014-12-21,Kings,,Ramon Sessions,back injury (DTD)
5513,2014-12-21,Nuggets,,Danilo Gallinari,torn meniscus in right knee (out indefinitely)
5514,2014-12-21,Pacers,C.J. Watson,,returned to lineup
5515,2014-12-21,Thunder,Kendrick Perkins,,returned to lineup
5516,2014-12-22,Kings,Ramon Sessions,,returned to lineup
5517,2014-12-22,Nuggets,,Danilo Gallinari,surgery on right knee to repair torn meniscus (out indefinitely)
5518,2014-12-22,Rockets,Alexey Shved,,returned to lineup
5519,2014-12-22,Spurs,Danny Green,,returned to lineup
